DICOFRE;NUTSI_DSG;NUTSI_COD;NUTSII_DSG;NUTSII_COD;NUTSIII_DSG;NUTSIII_COD;DISTRITO_ILHA_DSG;CONCELHO_DSG;FREGUESIA_DSG;AREA_2018_ha;AREA_2018_km2
031125;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VIEIRA DO MINHO;UNIÃO DAS FREGUESIAS DE RUIVÃES E CAMPOS;4403,46;44,03
031126;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VIEIRA DO MINHO;UNIÃO DAS FREGUESIAS DE VENTOSA E COVA;870,44;8,70
031204;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;BAIRRO;334,97;3,35
031206;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;BRUFE;248,92;2,49
031210;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;CASTELÕES;352,85;3,53
031212;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;CRUZ;413,17;4,13
031213;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;DELÃES;261,85;2,62
031215;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;FRADELOS;1680,34;16,80
031216;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;GAVIÃO;404,09;4,04
031219;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;JOANE;731,58;7,32
031221;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;LANDIM;451,00;4,51
031223;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;LOURO;498,03;4,98
031224;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;LOUSADO;579,50;5,80
031225;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;MOGEGE;286,81;2,87
031227;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;NINE;433,61;4,34
031230;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;PEDOME;263,08;2,63
031232;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;POUSADA DE SARAMAGOS;212,03;2,12
031233;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;REQUIÃO;741,64;7,42
031234;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;RIBA DE AVE;275,72;2,76
031235;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;RIBEIRÃO;1031,35;10,31
031239;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;OLIVEIRA (SANTA MARIA);452,08;4,52
031241;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;VALE (SÃO MARTINHO);360,12;3,60
031242;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;OLIVEIRA (SÃO MATEUS);201,83;2,02
031247;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;VERMOIM;471,44;4,71
031249;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;VILARINHO DAS CAMBAS;841,06;8,41
031250;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;UNIÃO DAS FREGUESIAS DE ANTAS E ABADE DE VERMOIM;544,19;5,44
031251;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;UNIÃO DAS FREGUESIAS DE ARNOSO (SANTA MARIA E SANTA EULÁLIA) E SEZURES;880,90;8,81
031252;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;UNIÃO DAS FREGUESIAS DE AVIDOS E LAGOA;467,33;4,67
031253;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;UNIÃO DAS FREGUESIAS DE CARREIRA E BENTE;357,97;3,58
031254;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;UNIÃO DAS FREGUESIAS DE ESMERIZ E CABEÇUDOS;725,41;7,25
031255;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;UNIÃO DAS FREGUESIAS DE GONDIFELOS, CAVALÕES E OUTIZ;1670,56;16,71
031256;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;UNIÃO DAS FREGUESIAS DE LEMENHE, MOUQUIM E JESUFREI;983,17;9,83
031257;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;UNIÃO DAS FREGUESIAS DE RUIVÃES E NOVAIS;454,79;4,55
031258;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;UNIÃO DAS FREGUESIAS DE SEIDE;285,47;2,85
031259;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;UNIÃO DAS FREGUESIAS DE VALE (SÃO COSME), TELHADO E PORTELA;1368,83;13,69
031260;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VILA NOVA DE FAMALICÃO;UNIÃO DAS FREGUESIAS DE VILA NOVA DE FAMALICÃO E CALENDÁRIO;893,58;8,94
031304;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;ATIÃES;403,65;4,04
031308;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;CABANELAS;674,03;6,74
031309;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;CERVÃES;1089,05;10,89
031311;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;COUCIEIRO;421,67;4,22
031313;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;DOSSÃOS;334,67;3,35
031316;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;FREIRIZ;584,25;5,84
031317;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;GÊME;159,67;1,60
031323;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;LAGE;466,80;4,67
031324;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;LANHAS;182,96;1,83
031325;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;LOUREIRA;175,95;1,76
031328;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;MOURE;450,17;4,50
031330;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;OLEIROS;377,90;3,78
031331;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;PARADA DE GATIM;321,52;3,22
031335;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;PICO;280,18;2,80
031337;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;PONTE;341,21;3,41
031340;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;SABARIZ;207,01;2,07
031342;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;VILA DE PRADO;551,51;5,52
031350;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;PRADO (SÃO MIGUEL);550,60;5,51
031352;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;SOUTELO;417,12;4,17
031354;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;TURIZ;362,03;3,62
031355;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;VALDREU;1795,66;17,96
031359;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;ABOIM DA NÓBREGA E GONDOMAR;1441,17;14,41
031360;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;UNIÃO DAS FREGUESIAS DA RIBEIRA DO NEIVA;3376,25;33,76
031361;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;UNIÃO DAS FREGUESIAS DE CARREIRAS (SÃO MIGUEL) E CARREIRAS (SANTIAGO);440,44;4,40
031362;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;UNIÃO DAS FREGUESIAS DE ESCARIZ (SÃO MAMEDE) E ESCARIZ (SÃO MARTINHO);577,93;5,78
031363;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;UNIÃO DAS FREGUESIAS DE ESQUEIROS, NEVOGILDE E TRAVASSÓS;502,49;5,02
031364;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;UNIÃO DAS FREGUESIAS DE MARRANCOS E ARCOZELO;648,85;6,49
031365;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;UNIÃO DAS FREGUESIAS DE ORIZ (SANTA MARINHA) E ORIZ (SÃO MIGUEL);605,64;6,06
031366;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;UNIÃO DAS FREGUESIAS DE PICO DE REGALADOS, GONDIÃES E MÓS;953,02;9,53
031367;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;UNIÃO DAS FREGUESIAS DE SANDE, VILARINHO, BARROS E GOMIDE;1238,33;12,38
031368;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;UNIÃO DAS FREGUESIAS DE VALBOM (SÃO PEDRO), PASSÔ E VALBOM (SÃO MARTINHO);618,52;6,19
031369;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;UNIÃO DAS FREGUESIAS DO VADE;1563,91;15,64
031370;CONTINENTE;1;NORTE;11;CÁVADO;112;BRAGA;VILA VERDE;VILA VERDE E BARBUDO;752,36;7,52
031401;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VIZELA;SANTA EULÁLIA;564,05;5,64
031404;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VIZELA;INFIAS;311,34;3,11
031406;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VIZELA;VIZELA (SANTO ADRIÃO);301,15;3,01
031408;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VIZELA;UNIÃO DAS FREGUESIAS DE CALDAS DE VIZELA (SÃO MIGUEL E SÃO JOÃO);768,38;7,68
031409;CONTINENTE;1;NORTE;11;AVE;119;BRAGA;VIZELA;UNIÃO DAS FREGUESIAS DE TAGILDE E VIZELA (SÃO PAIO);524,90;5,25
040102;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;ALFÂNDEGA DA FÉ;ALFÂNDEGA DA FÉ;4062,12;40,62
040103;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;ALFÂNDEGA DA FÉ;CEREJAIS;1699,96;17,00
040111;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;ALFÂNDEGA DA FÉ;SAMBADE;3148,79;31,49
040118;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;ALFÂNDEGA DA FÉ;VILAR CHÃO;2454,91;24,55
040119;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;ALFÂNDEGA DA FÉ;VILARELHOS;1205,35;12,05
040120;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;ALFÂNDEGA DA FÉ;VILARES DE VILARIÇA;1491,96;14,92
040121;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;ALFÂNDEGA DA FÉ;UNIÃO DAS FREGUESIAS DE AGROBOM, SALDONHA E VALE PEREIRO;3260,35;32,60
040122;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;ALFÂNDEGA DA FÉ;UNIÃO DAS FREGUESIAS DE EUCISIA, GOUVEIA E VALVERDE;5082,01;50,82
040123;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;ALFÂNDEGA DA FÉ;UNIÃO DAS FREGUESIAS DE FERRADOSA E SENDIM DA SERRA;2705,79;27,06
040124;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;ALFÂNDEGA DA FÉ;UNIÃO DAS FREGUESIAS DE GEBELIM E SOEIMA;3059,77;30,60
040125;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;ALFÂNDEGA DA FÉ;UNIÃO DAS FREGUESIAS DE PARADA E SENDIM DA RIBEIRA;2504,36;25,04
040126;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;ALFÂNDEGA DA FÉ;UNIÃO DAS FREGUESIAS DE POMBAL E VALES;1519,27;15,19
040201;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;ALFAIÃO;1758,25;17,58
040203;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;BABE;2561,66;25,62
040204;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;BAÇAL;2836,56;28,37
040206;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;CARRAGOSA;2777,19;27,77
040209;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;CASTRO DE AVELÃS;1347,87;13,48
040210;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;COELHOSO;1978,13;19,78
040212;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;DONAI;1506,86;15,07
040213;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;ESPINHOSELA;3702,80;37,03
040215;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;FRANÇA;5371,30;53,71
040216;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;GIMONDE;1649,59;16,50
040217;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;GONDESENDE;1294,18;12,94
040218;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;GOSTEI;1949,21;19,49
040219;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;GRIJÓ DE PARADA;3118,66;31,19
040221;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;MACEDO DO MATO;1554,17;15,54
040224;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;MÓS;1162,30;11,62
040225;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;NOGUEIRA;1207,13;12,07
040226;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;OUTEIRO;4093,21;40,93
040229;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;PARÂMIO;2256,54;22,57
040230;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;PINELA;2264,92;22,65
040232;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;QUINTANILHA;2030,20;20,30
040233;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;QUINTELA DE LAMPAÇAS;1998,48;19,98
040234;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;RABAL;2337,13;23,37
040236;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;REBORDÃOS;2629,20;26,29
040239;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;SALSAS;2611,80;26,12
040240;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;SAMIL;1024,75;10,25
040241;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;SANTA COMBA DE ROSSAS;874,77;8,75
040244;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;SÃO PEDRO DE SARRACENOS;1590,80;15,91
040246;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;SENDAS;1917,43;19,17
040247;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;SERAPICOS;2824,95;28,25
040248;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;SORTES;2130,38;21,30
040249;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;ZOIO;2439,11;24,39
040250;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;UNIÃO DAS FREGUESIAS DE AVELEDA E RIO DE ONOR;10635,21;106,35
040251;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;UNIÃO DAS FREGUESIAS DE CASTRELOS E CARRAZEDO;5053,07;50,53
040252;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;UNIÃO DAS FREGUESIAS DE IZEDA, CALVELHE E PARADINHA NOVA;7267,01;72,67
040253;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;UNIÃO DAS FREGUESIAS DE PARADA E FAÍLDE;5213,30;52,13
040254;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;UNIÃO DAS FREGUESIAS DE REBORDAINHOS E POMBARES;2407,16;24,07
040255;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;UNIÃO DAS FREGUESIAS DE RIO FRIO E MILHÃO;6350,63;63,51
040256;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;UNIÃO DAS FREGUESIAS DE SÃO JULIÃO DE PALÁCIOS E DEILÃO;8062,13;80,62
040257;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;BRAGANÇA;UNIÃO DAS FREGUESIAS DE SÉ, SANTA MARIA E MEIXEDO;3569,22;35,69
040304;CONTINENTE;1;NORTE;11;DOURO;11D;BRAGANÇA;CARRAZEDA DE ANSIÃES;CARRAZEDA DE ANSIÃES;896,04;8,96
040306;CONTINENTE;1;NORTE;11;DOURO;11D;BRAGANÇA;CARRAZEDA DE ANSIÃES;FONTE LONGA;1333,01;13,33
040308;CONTINENTE;1;NORTE;11;DOURO;11D;BRAGANÇA;CARRAZEDA DE ANSIÃES;LINHARES;2864,15;28,64
040309;CONTINENTE;1;NORTE;11;DOURO;11D;BRAGANÇA;CARRAZEDA DE ANSIÃES;MARZAGÃO;1622,02;16,22
040311;CONTINENTE;1;NORTE;11;DOURO;11D;BRAGANÇA;CARRAZEDA DE ANSIÃES;PARAMBOS;1117,52;11,18
040312;CONTINENTE;1;NORTE;11;DOURO;11D;BRAGANÇA;CARRAZEDA DE ANSIÃES;PEREIROS;1470,08;14,70
040313;CONTINENTE;1;NORTE;11;DOURO;11D;BRAGANÇA;CARRAZEDA DE ANSIÃES;PINHAL DO NORTE;1681,46;16,81
040314;CONTINENTE;1;NORTE;11;DOURO;11D;BRAGANÇA;CARRAZEDA DE ANSIÃES;POMBAL;1681,97;16,82
040316;CONTINENTE;1;NORTE;11;DOURO;11D;BRAGANÇA;CARRAZEDA DE ANSIÃES;SEIXO DE ANSIÃES;2399,22;23,99
040318;CONTINENTE;1;NORTE;11;DOURO;11D;BRAGANÇA;CARRAZEDA DE ANSIÃES;VILARINHO DA CASTANHEIRA;2825,62;28,26
040320;CONTINENTE;1;NORTE;11;DOURO;11D;BRAGANÇA;CARRAZEDA DE ANSIÃES;UNIÃO DAS FREGUESIAS DE AMEDO E ZEDES;2342,81;23,43
040321;CONTINENTE;1;NORTE;11;DOURO;11D;BRAGANÇA;CARRAZEDA DE ANSIÃES;UNIÃO DAS FREGUESIAS DE BELVER E MOGO DE MALTA;1980,49;19,80
040322;CONTINENTE;1;NORTE;11;DOURO;11D;BRAGANÇA;CARRAZEDA DE ANSIÃES;UNIÃO DAS FREGUESIAS DE CASTANHEIRO DO NORTE E RIBALONGA;2070,43;20,70
040323;CONTINENTE;1;NORTE;11;DOURO;11D;BRAGANÇA;CARRAZEDA DE ANSIÃES;UNIÃO DAS FREGUESIAS DE LAVANDEIRA, BEIRA GRANDE E SELORES;3639,27;36,39
040404;CONTINENTE;1;NORTE;11;DOURO;11D;BRAGANÇA;FREIXO DE ESPADA À CINTA;LIGARES;4569,22;45,69
040406;CONTINENTE;1;NORTE;11;DOURO;11D;BRAGANÇA;FREIXO DE ESPADA À CINTA;POIARES;4073,54;40,74
040407;CONTINENTE;1;NORTE;11;DOURO;11D;BRAGANÇA;FREIXO DE ESPADA À CINTA;UNIÃO DAS FREGUESIAS DE FREIXO DE ESPADA À CINTA E MAZOUCO;9344,70;93,45
040408;CONTINENTE;1;NORTE;11;DOURO;11D;BRAGANÇA;FREIXO DE ESPADA À CINTA;UNIÃO DAS FREGUESIAS DE LAGOAÇA E FORNOS;6426,83;64,27
040502;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;MACEDO DE CAVALEIROS;AMENDOEIRA;1572,19;15,72
040503;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;MACEDO DE CAVALEIROS;ARCAS;2301,53;23,02
040507;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;MACEDO DE CAVALEIROS;CARRAPATAS;650,78;6,51
040509;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;MACEDO DE CAVALEIROS;CHACIM;1942,93;19,43
040510;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;MACEDO DE CAVALEIROS;CORTIÇOS;2425,16;24,25
040511;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;MACEDO DE CAVALEIROS;CORUJAS;990,71;9,91
040514;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;MACEDO DE CAVALEIROS;FERREIRA;1964,46;19,64
040515;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;MACEDO DE CAVALEIROS;GRIJÓ;890,59;8,91
040516;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;MACEDO DE CAVALEIROS;LAGOA;3511,40;35,11
040517;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;MACEDO DE CAVALEIROS;LAMALONGA;1697,29;16,97
040518;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;MACEDO DE CAVALEIROS;LAMAS;778,96;7,79
040519;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;MACEDO DE CAVALEIROS;LOMBO;1440,33;14,40
040520;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;MACEDO DE CAVALEIROS;MACEDO DE CAVALEIROS;1491,13;14,91
040521;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;MACEDO DE CAVALEIROS;MORAIS;5216,27;52,16
040523;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;MACEDO DE CAVALEIROS;OLMOS;1870,31;18,70
040524;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;MACEDO DE CAVALEIROS;PEREDO;2207,76;22,08
040526;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;MACEDO DE CAVALEIROS;SALSELAS;3631,04;36,31
040528;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;MACEDO DE CAVALEIROS;SEZULFE;1521,85;15,22
040530;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;MACEDO DE CAVALEIROS;TALHAS;4380,03;43,80
040532;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;MACEDO DE CAVALEIROS;VALE BENFEITO;1513,56;15,14
040533;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;MACEDO DE CAVALEIROS;VALE DA PORCA;1742,73;17,43
040534;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;MACEDO DE CAVALEIROS;VALE DE PRADOS;1036,75;10,37
040536;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;MACEDO DE CAVALEIROS;VILARINHO DE AGROCHÃO;1385,26;13,85
040538;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;MACEDO DE CAVALEIROS;VINHAS;3301,94;33,02
040539;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;MACEDO DE CAVALEIROS;UNIÃO DAS FREGUESIAS DE ALA E VILARINHO DO MONTE;4077,02;40,77
040540;CONTINENTE;1;NORTE;11;TERRAS DE TRÁS-OS-MONTES;11E;BRAGANÇA;MACEDO DE CAVALEIROS;UNIÃO DAS FREGUESIAS DE BORNES E BURGA;2604,52;26,05
