DICOFRE;NUTSI_DSG;NUTSI_COD;NUTSII_DSG;NUTSII_COD;NUTSIII_DSG;NUTSIII_COD;DISTRITO_ILHA_DSG;CONCELHO_DSG;FREGUESIA_DSG;AREA_2018_ha;AREA_2018_km2
010103;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ÁGUEDA;AGUADA DE CIMA;2839,31;28,39
010109;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ÁGUEDA;FERMENTELOS;858,20;8,58
010112;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ÁGUEDA;MACINHATA DO VOUGA;3195,44;31,95
010119;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ÁGUEDA;VALONGO DO VOUGA;4320,11;43,20
010121;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ÁGUEDA;UNIÃO DAS FREGUESIAS DE ÁGUEDA E BORRALHA;3602,93;36,03
010122;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ÁGUEDA;UNIÃO DAS FREGUESIAS DE BARRÔ E AGUADA DE BAIXO;1019,01;10,19
010123;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ÁGUEDA;UNIÃO DAS FREGUESIAS DE BELAZAIMA DO CHÃO, CASTANHEIRA DO VOUGA E AGADÃO;8809,03;88,09
010124;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ÁGUEDA;UNIÃO DAS FREGUESIAS DE RECARDÃES E ESPINHEL;1991,78;19,92
010125;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ÁGUEDA;UNIÃO DAS FREGUESIAS DE TRAVASSÔ E ÓIS DA RIBEIRA;1112,19;11,12
010126;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ÁGUEDA;UNIÃO DAS FREGUESIAS DE TROFA, SEGADÃES E LAMAS DO VOUGA;1606,81;16,07
010127;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ÁGUEDA;UNIÃO DAS FREGUESIAS DO PRÉSTIMO E MACIEIRA DE ALCOBA;4172,64;41,73
010202;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ALBERGARIA-A-VELHA;ALQUERUBIM;1535,86;15,36
010203;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ALBERGARIA-A-VELHA;ANGEJA;2125,17;21,25
010204;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ALBERGARIA-A-VELHA;BRANCA;3028,86;30,29
010206;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ALBERGARIA-A-VELHA;RIBEIRA DE FRÁGUAS;2674,54;26,75
010209;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ALBERGARIA-A-VELHA;ALBERGARIA-A-VELHA E VALMAIOR;4699,64;47,00
010210;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ALBERGARIA-A-VELHA;SÃO JOÃO DE LOURE E FROSSOS;1818,42;18,18
010304;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ANADIA;AVELÃS DE CAMINHO;644,87;6,45
010305;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ANADIA;AVELÃS DE CIMA;4057,80;40,58
010307;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ANADIA;MOITA;3417,61;34,18
010309;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ANADIA;SANGALHOS;1690,42;16,90
010310;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ANADIA;SÃO LOURENÇO DO BAIRRO;1538,31;15,38
010312;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ANADIA;VILA NOVA DE MONSARROS;2372,04;23,72
010313;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ANADIA;VILARINHO DO BAIRRO;2556,33;25,56
010316;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ANADIA;UNIÃO DAS FREGUESIAS DE AMOREIRA DA GÂNDARA, PAREDES DO BAIRRO E ANCAS;2206,42;22,06
010317;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ANADIA;UNIÃO DAS FREGUESIAS DE ARCOS E MOGOFORES;1439,30;14,39
010318;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ANADIA;UNIÃO DAS FREGUESIAS DE TAMENGOS, AGUIM E ÓIS DO BAIRRO;1740,39;17,40
010402;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;AROUCA;ALVARENGA;3876,60;38,77
010407;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;AROUCA;CHAVE;1090,53;10,91
010409;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;AROUCA;ESCARIZ;1798,46;17,98
010411;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;AROUCA;FERMEDO;1110,53;11,11
010413;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;AROUCA;MANSORES;1407,54;14,08
010414;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;AROUCA;MOLDES;2800,51;28,01
010415;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;AROUCA;ROSSAS;1111,18;11,11
010416;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;AROUCA;SANTA EULÁLIA;2304,76;23,05
010417;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;AROUCA;SÃO MIGUEL DO MATO;1710,47;17,10
010418;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;AROUCA;TROPEÇO;1783,87;17,84
010419;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;AROUCA;URRÔ;1078,75;10,79
010420;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;AROUCA;VÁRZEA;179,10;1,79
010421;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;AROUCA;UNIÃO DAS FREGUESIAS DE AROUCA E BURGO;1524,41;15,24
010422;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;AROUCA;UNIÃO DAS FREGUESIAS DE CABREIROS E ALBERGARIA DA SERRA;3123,16;31,23
010423;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;AROUCA;UNIÃO DAS FREGUESIAS DE CANELAS E ESPIUNCA;3572,94;35,73
010424;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;AROUCA;UNIÃO DAS FREGUESIAS DE COVELO DE PAIVÓ E JANARDE;4437,70;44,38
010501;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;AVEIRO;ARADAS;892,77;8,93
010502;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;AVEIRO;CACIA;3575,49;35,75
010505;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;AVEIRO;ESGUEIRA;1714,85;17,15
010508;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;AVEIRO;OLIVEIRINHA;1207,07;12,07
010510;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;AVEIRO;SÃO BERNARDO;393,56;3,94
010511;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;AVEIRO;SÃO JACINTO;1383,71;13,84
010513;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;AVEIRO;SANTA JOANA;584,55;5,85
010515;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;AVEIRO;EIXO E EIROL;2241,56;22,42
010516;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;AVEIRO;REQUEIXO, NOSSA SENHORA DE FÁTIMA E NARIZ;3231,95;32,32
010517;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;AVEIRO;UNIÃO DAS FREGUESIAS DE GLÓRIA E VERA CRUZ;4532,07;45,32
010602;CONTINENTE;1;NORTE;11;TÂMEGA E SOUSA;11C;AVEIRO;CASTELO DE PAIVA;FORNOS;411,01;4,11
010606;CONTINENTE;1;NORTE;11;TÂMEGA E SOUSA;11C;AVEIRO;CASTELO DE PAIVA;REAL;3310,65;33,11
010607;CONTINENTE;1;NORTE;11;TÂMEGA E SOUSA;11C;AVEIRO;CASTELO DE PAIVA;SANTA MARIA DE SARDOURA;1006,33;10,06
010608;CONTINENTE;1;NORTE;11;TÂMEGA E SOUSA;11C;AVEIRO;CASTELO DE PAIVA;SÃO MARTINHO DE SARDOURA;431,22;4,31
010610;CONTINENTE;1;NORTE;11;TÂMEGA E SOUSA;11C;AVEIRO;CASTELO DE PAIVA;UNIÃO DAS FREGUESIAS DE RAIVA, PEDORIDO E PARAÍSO;4937,28;49,37
010611;CONTINENTE;1;NORTE;11;TÂMEGA E SOUSA;11C;AVEIRO;CASTELO DE PAIVA;UNIÃO DAS FREGUESIAS DE SOBRADO E BAIRROS;1404,04;14,04
010702;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;ESPINHO;ESPINHO;176,62;1,77
010704;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;ESPINHO;PARAMOS;587,17;5,87
010705;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;ESPINHO;SILVALDE;545,48;5,45
010706;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;ESPINHO;UNIÃO DAS FREGUESIAS DE ANTA E GUETIM;796,40;7,96
010801;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ESTARREJA;AVANCA;2106,73;21,07
010805;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ESTARREJA;PARDILHÓ;1570,25;15,70
010806;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ESTARREJA;SALREU;1653,91;16,54
010808;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ESTARREJA;UNIÃO DAS FREGUESIAS DE BEDUÍDO E VEIROS;3184,25;31,84
010809;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ESTARREJA;UNIÃO DAS FREGUESIAS DE CANELAS E FERMELÃ;2302,19;23,02
010901;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;SANTA MARIA DA FEIRA;ARGONCILHE;821,34;8,21
010902;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;SANTA MARIA DA FEIRA;ARRIFANA;529,47;5,29
010904;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;SANTA MARIA DA FEIRA;ESCAPÃES;430,40;4,30
010907;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;SANTA MARIA DA FEIRA;FIÃES;637,82;6,38
010908;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;SANTA MARIA DA FEIRA;FORNOS;313,64;3,14
010913;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;SANTA MARIA DA FEIRA;LOUROSA;577,40;5,77
010914;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;SANTA MARIA DA FEIRA;MILHEIRÓS DE POIARES;786,51;7,87
010916;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;SANTA MARIA DA FEIRA;MOZELOS;580,94;5,81
010917;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;SANTA MARIA DA FEIRA;NOGUEIRA DA REGEDOURA;509,91;5,10
010918;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;SANTA MARIA DA FEIRA;SÃO PAIO DE OLEIROS;390,53;3,91
010919;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;SANTA MARIA DA FEIRA;PAÇOS DE BRANDÃO;355,62;3,56
010921;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;SANTA MARIA DA FEIRA;RIO MEÃO;668,33;6,68
010922;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;SANTA MARIA DA FEIRA;ROMARIZ;1107,99;11,08
010924;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;SANTA MARIA DA FEIRA;SANGUEDO;456,56;4,57
010925;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;SANTA MARIA DA FEIRA;SANTA MARIA DE LAMAS;375,45;3,75
010926;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;SANTA MARIA DA FEIRA;SÃO JOÃO DE VER;1537,45;15,37
010932;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;SANTA MARIA DA FEIRA;UNIÃO DAS FREGUESIAS DE CALDAS DE SÃO JORGE E PIGEIROS;1064,00;10,64
010933;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;SANTA MARIA DA FEIRA;UNIÃO DAS FREGUESIAS DE CANEDO, VALE E VILA MAIOR;4369,60;43,70
010934;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;SANTA MARIA DA FEIRA;UNIÃO DAS FREGUESIAS DE LOBÃO, GIÃO, LOUREDO E GUISANDE;2358,22;23,58
010935;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;SANTA MARIA DA FEIRA;UNIÃO DAS FREGUESIAS DE SANTA MARIA DA FEIRA, TRAVANCA, SANFINS E ESPARGO;2336,21;23,36
010936;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;SANTA MARIA DA FEIRA;UNIÃO DAS FREGUESIAS DE SÃO MIGUEL DO SOUTO E MOSTEIRÔ;1380,26;13,80
011005;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ÍLHAVO;GAFANHA DA ENCARNAÇÃO;1098,28;10,98
011006;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ÍLHAVO;GAFANHA DA NAZARÉ;1643,59;16,44
011007;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ÍLHAVO;GAFANHA DO CARMO;705,49;7,05
011008;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;ÍLHAVO;ÍLHAVO (SÃO SALVADOR);3900,20;39,00
011102;CONTINENTE;1;CENTRO;16;REGIÃO DE COIMBRA;16E;AVEIRO;MEALHADA;BARCOUÇO;2130,89;21,31
011103;CONTINENTE;1;CENTRO;16;REGIÃO DE COIMBRA;16E;AVEIRO;MEALHADA;CASAL COMBA;1880,42;18,80
011104;CONTINENTE;1;CENTRO;16;REGIÃO DE COIMBRA;16E;AVEIRO;MEALHADA;LUSO;1686,94;16,87
011106;CONTINENTE;1;CENTRO;16;REGIÃO DE COIMBRA;16E;AVEIRO;MEALHADA;PAMPILHOSA;1360,34;13,60
011107;CONTINENTE;1;CENTRO;16;REGIÃO DE COIMBRA;16E;AVEIRO;MEALHADA;VACARIÇA;1866,67;18,67
011109;CONTINENTE;1;CENTRO;16;REGIÃO DE COIMBRA;16E;AVEIRO;MEALHADA;UNIÃO DAS FREGUESIAS DA MEALHADA, VENTOSA DO BAIRRO E ANTES;2140,40;21,40
011201;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;MURTOSA;BUNHEIRO;2479,24;24,79
011202;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;MURTOSA;MONTE;228,57;2,29
011203;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;MURTOSA;MURTOSA;1454,93;14,55
011204;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;MURTOSA;TORREIRA;3146,04;31,46
011301;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;OLIVEIRA DE AZEMÉIS;CARREGOSA;1181,73;11,82
011302;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;OLIVEIRA DE AZEMÉIS;CESAR;542,77;5,43
011303;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;OLIVEIRA DE AZEMÉIS;FAJÕES;812,22;8,12
011304;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;OLIVEIRA DE AZEMÉIS;LOUREIRO;1713,35;17,13
011305;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;OLIVEIRA DE AZEMÉIS;MACIEIRA DE SARNES;386,89;3,87
011310;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;OLIVEIRA DE AZEMÉIS;OSSELA;1788,60;17,89
011315;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;OLIVEIRA DE AZEMÉIS;SÃO MARTINHO DA GÂNDARA;813,13;8,13
011318;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;OLIVEIRA DE AZEMÉIS;SÃO ROQUE;705,29;7,05
011319;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;OLIVEIRA DE AZEMÉIS;VILA DE CUCUJÃES;1042,11;10,42
011320;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;OLIVEIRA DE AZEMÉIS;UNIÃO DAS FREGUESIAS DE NOGUEIRA DO CRAVO E PINDELO;1254,22;12,54
011321;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;OLIVEIRA DE AZEMÉIS;UNIÃO DAS FREGUESIAS DE OLIVEIRA DE AZEMÉIS, SANTIAGO DA RIBA-UL, UL, MACINHATA DA SEIXA E MADAIL;2594,45;25,94
011322;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;OLIVEIRA DE AZEMÉIS;UNIÃO DAS FREGUESIAS DE PINHEIRO DA BEMPOSTA, TRAVANCA E PALMAZ;3275,64;32,76
011403;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;OLIVEIRA DO BAIRRO;OIÃ;2632,24;26,32
011404;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;OLIVEIRA DO BAIRRO;OLIVEIRA DO BAIRRO;2255,33;22,55
011405;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;OLIVEIRA DO BAIRRO;PALHAÇA;1002,56;10,03
011407;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;OLIVEIRA DO BAIRRO;UNIÃO DAS FREGUESIAS DE BUSTOS, TROVISCAL E MAMARROSA;2841,86;28,42
011502;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;OVAR;CORTEGAÇA;922,86;9,23
011503;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;OVAR;ESMORIZ;916,73;9,17
011504;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;OVAR;MACEDA;1607,96;16,08
011507;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;OVAR;VÁLEGA;2683,03;26,83
011509;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;OVAR;UNIÃO DAS FREGUESIAS DE OVAR, SÃO JOÃO, ARADA E SÃO VICENTE DE PEREIRA JUSÃ;8639,67;86,40
011601;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;SÃO JOÃO DA MADEIRA;SÃO JOÃO DA MADEIRA;794,30;7,94
011702;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;SEVER DO VOUGA;COUTO DE ESTEVES;1642,39;16,42
011704;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;SEVER DO VOUGA;PESSEGUEIRO DO VOUGA;1585,48;15,85
011705;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;SEVER DO VOUGA;ROCAS DO VOUGA;1481,82;14,82
011706;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;SEVER DO VOUGA;SEVER DO VOUGA;1158,09;11,58
011708;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;SEVER DO VOUGA;TALHADAS;2864,13;28,64
011710;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;SEVER DO VOUGA;UNIÃO DAS FREGUESIAS DE CEDRIM E PARADELA;1837,00;18,37
011711;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;SEVER DO VOUGA;UNIÃO DAS FREGUESIAS DE SILVA ESCURA E DORNELAS;2418,65;24,19
011801;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;VAGOS;CALVÃO;1484,41;14,84
011804;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;VAGOS;GAFANHA DA BOA HORA;3721,55;37,22
011805;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;VAGOS;OUCA;1627,19;16,27
011807;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;VAGOS;SOSA;2169,33;21,69
011810;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;VAGOS;SANTO ANDRÉ DE VAGOS;1269,46;12,69
011812;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;VAGOS;UNIÃO DAS FREGUESIAS DE FONTE DE ANGEÃO E COVÃO DO LOBO;1755,25;17,55
011813;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;VAGOS;UNIÃO DAS FREGUESIAS DE PONTE DE VAGOS E SANTA CATARINA;1332,13;13,32
011814;CONTINENTE;1;CENTRO;16;REGIÃO DE AVEIRO;16D;AVEIRO;VAGOS;UNIÃO DAS FREGUESIAS DE VAGOS E SANTO ANTÓNIO;3132,19;31,32
011901;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;VALE DE CAMBRA;ARÕES;4033,47;40,33
011902;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;VALE DE CAMBRA;SÃO PEDRO DE CASTELÕES;2109,91;21,10
011903;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;VALE DE CAMBRA;CEPELOS;1892,83;18,93
011905;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;VALE DE CAMBRA;JUNQUEIRA;1803,83;18,04
011906;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;VALE DE CAMBRA;MACIEIRA DE CAMBRA;1805,30;18,05
011907;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;VALE DE CAMBRA;ROGE;1759,58;17,60
011910;CONTINENTE;1;NORTE;11;ÁREA METROPOLITANA DO PORTO;11A;AVEIRO;VALE DE CAMBRA;UNIÃO DAS FREGUESIAS DE VILA CHÃ, CODAL E VILA COVA DE PERRINHO;1328,55;13,29
020102;CONTINENTE;1;ALENTEJO;18;BAIXO ALENTEJO;184;BEJA;ALJUSTREL;ERVIDEL;3885,08;38,85
020103;CONTINENTE;1;ALENTEJO;18;BAIXO ALENTEJO;184;BEJA;ALJUSTREL;MESSEJANA;11376,56;113,77
020104;CONTINENTE;1;ALENTEJO;18;BAIXO ALENTEJO;184;BEJA;ALJUSTREL;SÃO JOÃO DE NEGRILHOS;7701,84;77,02
020106;CONTINENTE;1;ALENTEJO;18;BAIXO ALENTEJO;184;BEJA;ALJUSTREL;UNIÃO DAS FREGUESIAS DE ALJUSTREL E RIO DE MOINHOS;22883,93;228,84
020203;CONTINENTE;1;ALENTEJO;18;BAIXO ALENTEJO;184;BEJA;ALMODÔVAR;ROSÁRIO;6068,88;60,69
020205;CONTINENTE;1;ALENTEJO;18;BAIXO ALENTEJO;184;BEJA;ALMODÔVAR;SANTA CRUZ;12338,05;123,38
020206;CONTINENTE;1;ALENTEJO;18;BAIXO ALENTEJO;184;BEJA;ALMODÔVAR;SÃO BARNABÉ;14167,35;141,67
020208;CONTINENTE;1;ALENTEJO;18;BAIXO ALENTEJO;184;BEJA;ALMODÔVAR;ALDEIA DOS FERNANDES;2125,80;21,26
020209;CONTINENTE;1;ALENTEJO;18;BAIXO ALENTEJO;184;BEJA;ALMODÔVAR;UNIÃO DAS FREGUESIAS DE ALMODÔVAR E GRAÇA DOS PADRÕES;25706,57;257,07
020210;CONTINENTE;1;ALENTEJO;18;BAIXO ALENTEJO;184;BEJA;ALMODÔVAR;UNIÃO DAS FREGUESIAS DE SANTA CLARA-A-NOVA E GOMES AIRES;17381,37;173,81
020301;CONTINENTE;1;ALENTEJO;18;BAIXO ALENTEJO;184;BEJA;ALVITO;ALVITO;13652,34;136,52
020302;CONTINENTE;1;ALENTEJO;18;BAIXO ALENTEJO;184;BEJA;ALVITO;VILA NOVA DA BARONIA;12832,98;128,33
020401;CONTINENTE;1;ALENTEJO;18;BAIXO ALENTEJO;184;BEJA;BARRANCOS;BARRANCOS;16841,73;168,42
020502;CONTINENTE;1;ALENTEJO;18;BAIXO ALENTEJO;184;BEJA;BEJA;BALEIZÃO;13974,29;139,74
020503;CONTINENTE;1;ALENTEJO;18;BAIXO ALENTEJO;184;BEJA;BEJA;BERINGEL;1604,96;16,05
020504;CONTINENTE;1;ALENTEJO;18;BAIXO ALENTEJO;184;BEJA;BEJA;CABEÇA GORDA;7815,68;78,16
