1,63.628025,458402,inf
3,63.628025,458402,1.000000
7,63.628025,458402,1.000000
9,63.628025,458402,1.000000
10,32.830029,298756,inf
11,27.548861,272239,530037436990592996390726226151396170662327758905413730304.000000
12,20.322679,257568,11859078772060187673141673645652805356365801365346189312.000000
14,20.322679,257568,1.000000
16,20.322679,257568,1.000000
18,20.322679,257568,1.000000
