154420,680426,1.0
154421,688571,1.0
154422,691769,1.0
154423,707491,1.0
154424,716972,1.0
154425,723295,0.5
154426,729730,0.5
154427,723295,0.5
154428,722691,0.5
154429,744304,0.5
154430,742943,0.5
154431,729502,0.5
154432,729758,0.5
154433,726891,0.5
154435,724462,0.5
154436,727329,0.5
154437,722771,0.5
154438,741095,0.5
154439,719482,0.5
154531,720626,0.5
154538,729206,0.5
154540,721509,0.5
154542,720147,0.5
154543,720976,0.5
154544,760233,0.5
154545,749919,0.5
154546,742798,0.5
154547,739384,0.5
154548,725854,0.5
154559,724576,0.5
154560,721548,0.5
154561,722302,0.5
154563,730256,0.5
154565,730256,0.5
154566,740986,0.5
154567,739491,0.5
154568,725240,0.5
154569,739360,0.5
154570,747858,0.5
154571,752176,0.5
154572,758785,0.5
154573,772644,0.5
154574,758289,0.5
154575,745900,0.5
154576,741535,0.5
154577,740965,0.5
154578,741622,0.5
154579,717881,0.5
154582,726796,0.5
154583,726221,0.5
154584,738610,0.5
154585,740067,0.5
154586,733913,0.5
154596,721007,0.5
154924,723891,0.5
154925,737193,0.5
154926,730293,0.5
154927,735190,0.5
154928,729447,0.5
154929,744142,0.5
154930,733006,0.5
154931,729729,0.5
154932,727408,0.5
154933,733151,0.5
154934,742206,0.5
154935,742865,0.5
154936,743599,0.5
154937,751316,0.5
154938,761531,0.5
154939,760457,0.5
154940,762567,0.5
154941,747824,0.5
154942,747944,0.5
154943,746834,0.5
154944,732656,0.5
154945,734977,0.5
154946,741480,0.5
154947,735737,0.5
154948,749915,0.5
154949,735836,0.5
154950,745732,0.5
154951,756171,0.5
154952,755327,0.5
154953,761070,0.5
154954,759101,0.5
154955,753358,0.5
154956,744174,0.5
154957,745248,0.5
154958,747217,0.5
154959,737321,0.5
154960,725174,0.5
154961,722260,0.5
154962,724698,0.5
154963,730441,0.5
154983,720446,0.5
154984,728617,0.5
154985,734425,0.5
154986,735939,0.5
154987,742539,0.5
154988,736796,0.5
154989,729011,0.5
154991,726808,0.5
154992,740205,0.5
154993,739321,0.5
154994,776426,0.5
154995,777086,0.5
154996,757180,0.5
154997,753621,0.5
154998,750858,0.5
154999,763250,0.5
155000,773746,0.5
155001,771382,0.5
155002,779026,0.5
155003,782585,0.5
155005,780768,0.5
155006,788112,0.5
155007,797955,0.5
155008,796960,0.5
155009,792650,0.5
155010,792394,0.5
155011,788835,0.5
155012,786514,0.5
155013,786853,0.5
155014,758149,0.5
155015,760470,0.5
155016,760726,0.5
155017,756631,0.5
155018,730400,0.5
155019,748953,0.5
155020,745932,0.5
155021,740189,0.5
155022,762168,0.5
155023,768599,0.5
155024,781996,0.5
155025,776967,0.5
155026,762869,0.5
155027,757893,0.5
155028,754334,0.5
155029,750593,0.5
155030,750254,0.5
155031,760826,0.5
155032,727115,0.5
155033,741213,0.5
155034,736514,0.5
155035,745554,0.5
155036,735898,0.5
155037,736413,0.5
155038,734092,0.5
155039,733488,0.5
155040,726323,0.5
155041,718487,0.5
155043,720089,0.5
155044,718048,0.5
155045,727704,0.5
155049,720050,0.5
155054,719524,0.5
155055,721862,0.5
155056,732731,0.5
155057,732495,0.5
155058,736805,0.5
155059,725936,0.5
155060,719949,0.5
155064,717180,0.5
155065,720882,0.5
155070,724928,0.5
155092,735870,0.5
155094,767136,0.5
155095,790601,0.5
155097,793920,0.5
155098,789244,0.5
155099,775165,0.5
155100,769008,0.5
155101,771807,0.5
155102,771465,0.5
155103,767906,0.5
155104,777896,0.5
155105,789798,0.5
155106,799954,0.5
155107,803513,0.5
155108,801171,0.5
155109,773464,0.5
155110,769905,0.5
155111,773636,0.5
155112,772617,0.5
155113,763618,0.5
155114,766895,0.5
